Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
10,-20.048687,2.3822522,-6.7412415,-2.450582,15.357565,19.730581,-2.7549856,-1.6593846,-4.702194,6.235004,-17.36818,0.44588935,2.4293602,-4.1547456,-26.880682,10.658887,63.950497,86.40839,0.0,0.0,-19.944553,-11.856122,-7.6600437,51.972565,84.15439,0.0,0.0,-75.003716,-5.53033,31.697393,-1.4877515,43.870438,7.9020267,-7.263635,-9.368439,217.7421,78.687355,1.622902,3.2026699,19.73729,26.482529,-13.454371,-13.182175,15.987442,-6.8577123,0.0,0.0,-64.78812,24.980844,-60.575577,-53.265762,-7.0625362,0.0,0.0
11,-20.755966,2.214963,-6.4846835,-2.5087488,15.817766,19.878902,-2.6789577,-1.4814141,-2.763333,6.9883256,-17.339241,0.37893593,2.610241,-3.916853,-26.982735,10.512464,64.058754,86.0624,0.0,0.0,-20.522543,-11.64315,-8.155812,51.370026,83.71606,0.0,0.0,-73.56506,-14.283042,31.184408,-8.031508,42.0995,13.233081,3.0726,-13.594753,164.37064,76.32301,-0.4972152,-4.71973,16.245564,27.146536,-7.723827,-14.439074,6.006676,1.6923342,0.0,0.0,-57.818523,22.157417,-57.687317,-53.836464,-1.0220995,0.0,0.0
12,-21.45587,1.96274,-6.2071714,-2.6417208,16.257305,20.066225,-2.530092,-1.4727257,-1.3784018,7.7574553,-17.336565,0.23192994,2.7777398,-3.6740212,-27.025087,10.352117,64.06157,85.82244,0.0,0.0,-21.042583,-11.45638,-8.626687,50.778275,83.367546,0.0,0.0,-72.0127,-20.401918,31.624033,-15.448104,39.588387,17.177803,10.025782,-22.616882,108.06239,66.754265,-2.2745707,-10.332496,12.813974,27.11382,-2.371836,-16.24012,-2.7723403,8.8786545,0.0,0.0,-51.837345,19.423044,-55.30001,-52.737644,5.9367313,0.0,0.0
13,-22.182123,1.707214,-5.8773327,-2.835714,16.628714,20.24605,-2.3898604,-1.8516326,-0.5335944,8.478551,-17.38508,0.07405494,2.90593,-3.3975933,-27.01093,10.176603,63.966824,86.06099,0.0,0.0,-21.531086,-11.278079,-9.169155,50.26628,83.570244,0.0,0.0,-70.16602,-23.578993,32.09406,-23.478035,36.12543,19.219433,14.196786,-31.112053,52.084793,46.12991,-3.4238038,-13.181976,8.86702,26.096409,2.2192252,-18.327171,-9.824927,12.46012,0.0,0.0,-46.619194,16.554688,-52.458954,-50.457657,10.098472,0.0,0.0
14,-22.913696,1.4724505,-5.510434,-3.100666,16.932135,20.418678,-2.2703652,-2.5048897,-0.245372,8.993278,-17.463715,-0.06808661,2.9858758,-3.110042,-26.951508,9.9800625,63.802284,86.616844,0.0,0.0,-21.987122,-11.113294,-9.758256,49.826702,84.16064,0.0,0.0,-67.76632,-24.594627,31.69083,-31.884356,31.542284,19.387518,16.981882,-34.149544,0.38238737,13.364551,-3.6379263,-13.979295,4.411495,23.444305,6.0393505,-21.154684,-15.041554,11.600881,0.0,0.0,-41.731144,13.30727,-48.26857,-47.551327,10.026547,0.0,0.0
15,-23.595884,1.2463853,-5.1507406,-3.4613476,17.197794,20.613735,-2.1402466,-3.111675,-0.5471564,9.084879,-17.522625,-0.1945854,3.019415,-2.8656404,-26.863195,9.753619,63.608307,86.99505,0.0,0.0,-22.393127,-10.981147,-10.293459,49.404034,84.584335,0.0,0.0,-64.505455,-24.917406,29.523176,-40.44923,25.696018,18.058372,20.282516,-27.055439,-42.71898,-30.888088,-2.59924,-14.171024,-0.1836313,18.283232,9.316369,-25.622599,-18.581833,6.356665,0.0,0.0,-36.604954,9.420128,-41.86944,-44.615604,5.719606,0.0,0.0
16,-24.197132,1.0182135,-4.8358955,-3.9320202,17.43126,20.835403,-1.9684739,-3.426665,-1.3854271,8.598196,-17.530735,-0.31056064,3.0064263,-2.7062705,-26.756136,9.484562,63.411556,86.9003,0.0,0.0,-22.736685,-10.89683,-10.7028475,48.96518,84.50944,0.0,0.0,-60.255016,-25.690477,25.238392,-49.07041,18.261139,15.624549,25.311375,-8.368928,-74.105125,-84.11129,-0.32394776,-14.915275,-4.484599,10.253055,12.326948,-32.178974,-20.938562,-1.8291959,0.0,0.0,-30.797758,4.7611923,-32.892994,-42.038654,-1.5664219,0.0,0.0
17,-24.73843,0.7829525,-4.588679,-4.498071,17.576847,21.024734,-1.7276107,-3.3904471,-2.4925313,7.5312514,-17.502758,-0.4313821,2.941914,-2.6440187,-26.62617,9.1530075,63.207047,86.526474,0.0,0.0,-23.016148,-10.866108,-10.982966,48.535088,84.14958,0.0,0.0,-55.346054,-27.250832,19.797394,-57.863487,8.528811,12.522697,31.586378,15.58591,-93.37909,-139.05135,2.3591945,-16.650265,-7.8892426,0.28424045,15.435994,-40.132618,-23.374523,-8.184206,0.0,0.0,-24.209682,-0.46278146,-22.201914,-39.726208,-7.5822625,0.0,0.0
18,-25.248095,0.53431207,-4.426096,-5.144369,17.575113,21.120611,-1.3922932,-2.9833689,-3.5884433,5.9060626,-17.45908,-0.5745917,2.8228278,-2.685787,-26.466543,8.7377405,62.983276,86.131836,0.0,0.0,-23.231998,-10.89272,-11.14201,48.14283,83.78676,0.0,0.0,-50.090347,-29.759703,14.331079,-67.05722,-4.308549,9.229914,38.365097,37.77425,-101.09823,-187.96631,4.5669346,-19.642527,-9.821662,-10.563426,19.016932,-48.669415,-27.185879,-8.04779,0.0,0.0,-16.781227,-5.996988,-10.820904,-37.520393,-8.13654,0.0,0.0
19,-25.721895,0.25279316,-4.340523,-5.874823,17.411844,21.128899,-0.96203786,-2.30997,-4.5621696,3.7833662,-17.408512,-0.75993294,2.6760213,-2.8373601,-26.2697,8.226598,62.71686,85.90317,0.0,0.0,-23.374153,-10.977498,-11.186535,47.79068,83.58339,0.0,0.0,-44.040283,-32.69569,9.940612,-77.379105,-21.20271,6.719824,44.513115,54.956676,-102.478004,-222.7524,6.0142245,-23.384743,-10.055825,-21.501963,23.253996,-57.141796,-32.6883,-2.9760146,0.0,0.0,-8.619661,-11.378662,-0.011065175,-35.461403,-4.1563106,0.0,0.0
20,-26.135677,-0.08946764,-4.3086076,-6.7056084,17.101212,21.097586,-0.45188764,-1.5527672,-5.4093113,1.2484225,-17.352655,-1.0085573,2.547045,-3.1036396,-26.027502,7.6129446,62.37685,85.98209,0.0,0.0,-23.42621,-11.119352,-11.122482,47.46378,83.62684,0.0,0.0,-36.270443,-35.11056,7.7037864,-89.87541,-43.20029,6.271429,48.65553,66.28484,-105.66962,-235.1301,6.7912045,-26.885303,-8.589731,-31.918036,28.214594,-65.009964,-39.585407,1.5807146,0.0,0.0,0.06717354,-16.018389,8.825558,-33.710743,0.22368553,0.0,0.0
21,-26.464184,-0.49637368,-4.296818,-7.65904,16.61706,21.07718,0.10774403,-0.8393923,-6.1968217,-1.4942435,-17.292652,-1.3235648,2.4684145,-3.481917,-25.731606,6.901899,61.94333,86.3741,0.0,0.0,-23.378521,-11.311583,-10.968368,47.150578,83.91199,0.0,0.0,-26.092438,-36.19096,8.05257,-105.53737,-71.21411,7.951569,49.957355,71.813354,-115.66811,-220.54997,6.728862,-29.211386,-5.8247213,-40.987473,33.76617,-71.490005,-47.598225,1.8049797,0.0,0.0,8.997321,-19.427845,14.635053,-32.230247,1.9015008,0.0,0.0
22,-26.680443,-0.9149818,-4.2478466,-8.773066,15.834991,21.122753,0.6510502,-0.16316837,-7.1589694,-3.9597397,-17.228775,-1.6654495,2.4409292,-3.9520185,-25.372715,6.1253786,61.42223,86.76265,0.0,0.0,-23.237505,-11.534484,-10.772415,46.847603,84.216606,0.0,0.0,-13.382466,-35.45803,9.885139,-125.24033,-105.8815,8.930039,48.87509,73.65959,-129.86673,-183.29094,5.0241475,-29.586786,-3.111348,-47.383396,39.310974,-75.215385,-56.522915,-2.0980487,0.0,0.0,17.726414,-21.365324,17.198435,-30.499628,0.34702915,0.0,0.0
23,-26.756845,-1.2854018,-4.107836,-10.085066,14.626676,21.278034,1.1111448,0.4995677,-8.5241,-5.6486936,-17.164463,-1.9881804,2.4584875,-4.486933,-24.944834,5.3238263,60.82378,86.81174,0.0,0.0,-23.01256,-11.765977,-10.585608,46.554688,84.303734,0.0,0.0,1.8525188,-32.590668,11.8752775,-149.65878,-147.48634,6.077354,46.078888,74.10961,-144.43518,-129.33287,0.8763802,-27.35836,-1.8580284,-49.810646,44.17842,-74.85394,-66.08573,-9.075886,0.0,0.0,25.773167,-21.6502,16.457378,-27.939928,-4.340358,0.0,0.0
24,-26.670984,-1.5825967,-3.8979895,-11.653323,12.942132,21.454885,1.492335,1.174802,-10.226329,-6.4725842,-17.136896,-2.2585523,2.4885824,-5.034353,-24.46327,4.5524955,60.13945,86.51267,0.0,0.0,-22.712948,-11.989323,-10.431646,46.281322,84.141106,0.0,0.0,19.672235,-28.442478,12.790128,-178.35071,-194.46754,-2.3031855,42.45306,74.0207,-154.95447,-67.36396,-5.5419044,-23.002203,-2.438898,-48.43452,47.903698,-70.57013,-75.53271,-15.368903,0.0,0.0,32.916164,-20.46412,12.887167,-24.023037,-9.30565,0.0,0.0
25,-26.40279,-1.8019129,-3.6865811,-13.545413,10.782802,21.48269,1.8414849,1.8875039,-12.012643,-6.5908327,-17.204527,-2.4502437,2.4823756,-5.524636,-23.957857,3.8785079,59.350754,86.060074,0.0,0.0,-22.348251,-12.19037,-10.317858,46.044155,83.82348,0.0,0.0,40.134125,-24.60052,11.452854,-210.10854,-243.99246,-17.014425,39.015476,73.34625,-156.59467,-7.875432,-13.444859,-17.696457,-4.590505,-44.308784,50.13113,-63.447906,-83.778435,-15.521752,0.0,0.0,39.065414,-18.207363,7.285262,-18.258833,-9.974054,0.0,0.0
26,-25.926788,-1.9585794,-3.532454,-15.802957,8.155376,21.241158,2.1916883,2.6383214,-13.67514,-6.169449,-17.3986,-2.5564494,2.410333,-5.9162602,-23.451399,3.3382084,58.458145,85.650505,0.0,0.0,-21.928328,-12.358931,-10.257015,45.864532,83.47949,0.0,0.0,62.733814,-21.84014,7.785969,-243.2148,-292.89932,-37.820793,36.007233,71.7497,-146.5459,40.785862,-22.000723,-12.226983,-7.8459444,-38.50341,50.609283,-54.343033,-89.75138,-7.129627,0.0,0.0,44.124046,-15.319849,0.5147632,-10.40775,-4.252446,0.0,0.0
27,-25.203495,-2.1146061,-3.4702787,-18.408804,5.073156,20.732025,2.5421035,3.3708687,-15.121681,-5.379799,-17.685198,-2.6166167,2.2893035,-6.2356095,-22.948858,2.893782,57.506397,85.477715,0.0,0.0,-21.463085,-12.494293,-10.27555,45.774708,83.31374,0.0,0.0,85.65655,-18.97359,4.323744,-274.802,-337.33798,-62.078186,31.808945,68.23131,-126.79258,75.47485,-30.30045,-6.4126706,-11.281399,-32.08635,49.32801,-43.520115,-92.425606,4.903516,0.0,0.0,47.977474,-12.324275,-6.4251165,-0.8127354,3.9918745,0.0,0.0
28,-24.200752,-2.328757,-3.5228422,-21.325073,1.568262,19.976067,2.8818836,4.022325,-16.275106,-4.394757,-18.022955,-2.6709106,2.1422656,-6.5149007,-22.456064,2.5048876,56.550045,85.7087,0.0,0.0,-20.964367,-12.59727,-10.397134,45.806675,83.513725,0.0,0.0,106.885475,-14.608117,3.8198261,-301.79535,-373.0793,-86.75556,24.688608,61.777775,-100.15335,94.06084,-37.40499,0.009328258,-13.957928,-26.111216,46.34627,-31.227339,-90.87053,14.881356,0.0,0.0,50.512028,-9.753473,-12.527396,10.024931,10.249412,0.0,0.0
29,-22.955923,-2.5541887,-3.6170177,-24.501898,-2.2744565,18.982439,3.1599307,4.585153,-17.103603,-3.3546276,-18.407547,-2.6944044,1.9790703,-6.7551117,-21.994091,2.203979,55.63557,86.20844,0.0,0.0,-20.443594,-12.676313,-10.593619,45.968037,83.94385,0.0,0.0,125.36063,-8.130223,7.049643,-322.15695,-394.8441,-109.59151,14.492097,52.134224,-69.96138,98.81676,-42.556885,6.9129252,-15.6792555,-21.164225,42.03049,-17.974096,-85.25512,20.772541,0.0,0.0,51.824554,-7.974804,-17.251284,21.24442,12.966948,0.0,0.0
30,-21.55212,-2.6775572,-3.6200984,-27.872967,-6.32657,17.754658,3.2987976,5.0836697,-17.598475,-2.3817403,-18.85682,-2.6213,1.8017542,-6.936561,-21.59529,2.070567,54.80768,86.65424,0.0,0.0,-19.913507,-12.744159,-10.804522,46.251537,84.26767,0.0,0.0,140.54158,0.5744278,13.56166,-334.38568,-396.5333,-128.72296,2.0665002,39.531517,-39.93224,94.63434,-45.082573,13.9081,-16.701689,-17.561188,36.942085,-4.469111,-76.42347,22.797522,0.0,0.0,52.129253,-7.262813,-20.322424,31.72779,12.412531,0.0,0.0
31,-20.056498,-2.6257496,-3.446619,-31.346697,-10.414566,16.321718,3.2503397,5.506745,-17.776003,-1.5547432,-19.362366,-2.4193282,1.614877,-7.0596094,-21.275358,2.139857,54.100155,86.85302,0.0,0.0,-19.386091,-12.81293,-10.993113,46.643456,84.29647,0.0,0.0,152.53673,10.908194,22.056664,-337.8593,-372.75314,-142.55592,-11.442279,24.559227,-13.115995,85.89939,-44.44103,20.456789,-17.340933,-15.454948,31.538387,8.805347,-65.20961,21.287296,0.0,0.0,51.734623,-7.867032,-21.349703,40.50908,8.967355,0.0,0.0
32,-18.494602,-2.4235203,-3.1252933,-34.77591,-14.2635145,14.771552,3.0367634,5.7578297,-17.710802,-0.8481894,-19.853037,-2.1371567,1.4290699,-7.1732144,-21.009682,2.3401825,53.520203,86.927155,0.0,0.0,-18.870855,-12.893243,-11.180642,47.115856,84.20048,0.0,0.0,162.99156,20.60726,29.26935,-334.0175,-319.7327,-150.12617,-24.227924,8.623764,9.058493,75.68363,-40.396168,25.683134,-18.038408,-14.620256,26.015085,21.928852,-52.382538,16.745914,0.0,0.0,51.168594,-9.984552,-19.649998,46.999386,3.2067535,0.0,0.0
33,-16.88726,-2.112176,-2.7064126,-38.005363,-17.557278,13.2041645,2.6922212,5.739525,-17.483932,-0.22439387,-20.250973,-1.8333,1.2546042,-7.3280277,-20.771791,2.592633,53.072964,87.02968,0.0,0.0,-18.376951,-12.995925,-11.389388,47.636597,84.18201,0.0,0.0,173.59654,27.285517,31.854685,-324.56784,-235.32199,-150.7126,-34.434193,-6.6560435,25.442223,66.720146,-32.88445,28.729904,-19.253157,-14.771706,20.550209,34.964527,-38.74913,9.776039,0.0,0.0,50.962204,-13.761876,-14.578873,50.726772,-4.2390904,0.0,0.0
34,-15.196909,-1.7480013,-2.2793093,-41.040424,-19.863735,11.684914,2.258541,5.495136,-17.14813,0.35346106,-20.528812,-1.5305007,1.0791242,-7.5193405,-20.568508,2.9221096,52.757545,87.14395,0.0,0.0,-17.889452,-13.140415,-11.567318,48.172337,84.211235,0.0,0.0,184.50684,30.365639,29.127298,-310.61258,-130.19342,-145.59857,-41.32475,-19.376085,36.38333,59.588657,-23.063057,29.737963,-21.466007,-15.539113,15.290943,47.485992,-25.031609,1.5636039,0.0,0.0,51.292435,-18.973557,-6.3057814,52.20227,-12.732075,0.0,0.0
35,-13.35498,-1.397188,-1.9586439,-43.97463,-20.665306,10.262804,1.7829565,5.15485,-16.738451,0.91900307,-20.689009,-1.2300683,0.87677413,-7.7074804,-20.428402,3.4176955,52.57143,87.147064,0.0,0.0,-17.380238,-13.351254,-11.615359,48.68746,84.11362,0.0,0.0,194.87811,30.367289,22.038824,-292.8802,-23.197525,-137.2887,-44.818733,-27.400307,43.08429,53.558212,-12.863237,29.452854,-25.16833,-16.503618,10.384965,58.71328,-11.94338,-6.326412,0.0,0.0,52.11698,-25.155064,4.4862146,52.526134,-21.608633,0.0,0.0
36,-11.332958,-1.10413,-1.8141375,-46.840897,-19.801868,8.966689,1.3059571,4.8193545,-16.286999,1.4815247,-20.741083,-0.9350379,0.62460136,-7.8713365,-20.363796,4.1135645,52.51117,86.97879,0.0,0.0,-16.83423,-13.643301,-11.475119,49.16749,83.79479,0.0,0.0,203.52304,28.103537,11.819972,-271.36316,69.14017,-128.04788,-45.2371,-29.543484,46.792618,48.19902,-3.8431368,28.628468,-30.511816,-17.393183,6.085655,67.61246,-0.19599283,-12.275536,0.0,0.0,53.42873,-31.7475,16.76859,52.529015,-29.633928,0.0,0.0
37,-9.198845,-0.8609823,-1.8076246,-49.524437,-17.967127,7.7781253,0.8517928,4.5159183,-15.819472,1.992477,-20.710217,-0.6533459,0.30706447,-8.035259,-20.347603,4.910827,52.571175,86.73212,0.0,0.0,-16.267925,-14.008183,-11.186748,49.648323,83.35651,0.0,0.0,208.4739,25.045275,0.30544552,-244.31624,136.12596,-119.52539,-43.83268,-26.89148,48.83067,43.846592,3.355434,28.016144,-36.839245,-18.287115,2.8982399,72.55755,9.502525,-14.551695,0.0,0.0,55.31243,-37.97602,28.709312,52.377846,-34.214058,0.0,0.0
38,-7.0314317,-0.6520164,-1.8890415,-51.895348,-15.939784,6.6698647,0.43953547,4.261906,-15.35715,2.4024203,-20.623505,-0.39133587,-0.08958292,-8.227662,-20.34802,5.6968865,52.7428,86.51774,0.0,0.0,-15.699211,-14.434248,-10.802567,50.169712,82.92465,0.0,0.0,207.81573,22.691635,-10.655329,-209.93816,169.1337,-113.18855,-41.960423,-20.87672,50.479538,40.91744,8.271781,28.334652,-43.36462,-19.331484,1.2944843,72.0275,16.530487,-11.615923,0.0,0.0,57.885338,-43.09362,38.53484,52.112003,-32.814537,0.0,0.0
39,-4.910394,-0.4618156,-2.0490966,-53.856865,-14.091674,5.6118565,0.06348717,4.0874496,-14.890032,2.7401154,-20.505602,-0.1338777,-0.56356245,-8.444696,-20.344872,6.4095016,52.983006,86.39838,0.0,0.0,-15.119902,-14.90323,-10.357688,50.72247,82.58255,0.0,0.0,201.55786,21.814835,-19.854628,-169.29248,172.90282,-109.55842,-40.62999,-13.2337475,52.40547,39.525837,10.913514,29.926891,-49.067284,-20.827549,0.97474277,66.69828,21.12831,-4.3733625,0.0,0.0,61.428886,-46.94006,46.290115,51.4294,-25.861519,0.0,0.0
40,-2.9028814,-0.27392316,-2.3044753,-55.347454,-12.526384,4.5657344,-0.3000507,4.0289884,-14.385786,3.085726,-20.379087,0.14915034,-1.1056442,-8.663473,-20.325342,7.0228624,53.22828,86.405235,0.0,0.0,-14.5020895,-15.395278,-9.874037,51.269875,82.38395,0.0,0.0,190.91586,22.714361,-26.556133,-125.035706,160.75113,-108.5214,-40.620293,-5.847159,54.896477,39.57782,11.612462,32.90004,-52.82125,-23.178972,1.1465714,58.620716,24.119253,4.754294,0.0,0.0,66.34155,-49.754364,53.218895,49.814068,-15.631676,0.0,0.0
41,-1.0608618,-0.06964693,-2.6446288,-56.3314,-11.276172,3.4980128,-0.6740544,4.085871,-13.823991,3.490597,-20.262634,0.47978374,-1.6909697,-8.87957,-20.286556,7.523284,53.443756,86.5534,0.0,0.0,-13.822905,-15.896804,-9.355451,51.78054,82.352135,0.0,0.0,177.42375,25.385296,-30.39475,-79.73894,143.7682,-109.48329,-42.31499,-0.09719192,57.910595,40.80753,10.842496,37.094833,-53.93071,-26.584627,1.2578747,49.501842,26.223633,13.291084,0.0,0.0,72.80561,-51.77773,60.128838,47.18383,-4.3543563,0.0,0.0
