Timestep,q_hip_flexion_r,q_hip_adduction_r,q_hip_rotation_r,q_knee_angle_r,q_ankle_angle_r,q_hip_flexion_l,q_hip_adduction_l,q_hip_rotation_l,q_knee_angle_l,q_ankle_angle_l,q_lumbar_extension,q_lumbar_bending,q_lumbar_rotation,q_arm_flex_r,q_arm_add_r,q_arm_rot_r,q_elbow_flex_r,q_pro_sup_r,q_wrist_flex_r,q_wrist_dev_r,q_arm_flex_l,q_arm_add_l,q_arm_rot_l,q_elbow_flex_l,q_pro_sup_l,q_wrist_flex_l,q_wrist_dev_l,dq_hip_flexion_r,dq_hip_adduction_r,dq_hip_rotation_r,dq_knee_angle_r,dq_ankle_angle_r,dq_hip_flexion_l,dq_hip_adduction_l,dq_hip_rotation_l,dq_knee_angle_l,dq_ankle_angle_l,dq_lumbar_extension,dq_lumbar_bending,dq_lumbar_rotation,dq_arm_flex_r,dq_arm_add_r,dq_arm_rot_r,dq_elbow_flex_r,dq_pro_sup_r,dq_wrist_flex_r,dq_wrist_dev_r,dq_arm_flex_l,dq_arm_add_l,dq_arm_rot_l,dq_elbow_flex_l,dq_pro_sup_l,dq_wrist_flex_l,dq_wrist_dev_l
10,0.33402422,-0.00284057,-0.18591672,-0.35814014,-0.018306721,-0.35690594,-0.07664725,0.1723087,-0.48069805,-0.053432394,-0.3107126,0.07176561,-0.19967447,-0.3150333,-0.30000213,0.2674731,0.6158713,1.52393,0.0,0.0,0.22711334,-0.39309335,0.08506186,1.1597655,1.4334235,0.0,0.0,-1.6123044,0.59641236,1.1734685,-1.773163,2.2850623,2.3936756,0.5157747,-0.84237343,-6.026609,-8.0033245,-0.74413043,-0.123930596,1.1420211,1.0234112,-0.021467797,0.22909208,-0.17838156,-0.17381723,0.0,0.0,-1.4035838,0.7079249,-0.2908829,-0.49440834,-0.12274925,0.0,0.0
11,0.31541738,0.0031837632,-0.17374258,-0.3713737,0.00035129467,-0.33120024,-0.0702588,0.1617508,-0.5429529,-0.13401693,-0.31897646,0.06905086,-0.1862364,-0.30466634,-0.30003005,0.26875457,0.61527145,1.5215586,0.0,0.0,0.2131458,-0.3863311,0.08284809,1.1549706,1.4324473,0.0,0.0,-2.051014,0.5517191,0.96632916,-1.0510776,1.9593989,2.6423583,0.5956158,-0.7788223,-6.1640844,-8.084674,-0.7847772,-0.2349423,1.118864,1.0095288,-0.029227512,0.04399727,0.14223447,-0.053301904,0.0,0.0,-1.420931,0.63598824,-0.1939791,-0.498136,-0.010187538,0.0,0.0
12,0.2918054,0.0082198875,-0.16448022,-0.37631562,0.013955993,-0.3036691,-0.06312209,0.15351616,-0.6057346,-0.21518826,-0.3276082,0.06523951,-0.17411827,-0.29453743,-0.30017105,0.2677612,0.61798495,1.5216302,0.0,0.0,0.1988778,-0.38044554,0.08139035,1.150506,1.4335726,0.0,0.0,-2.4138215,0.46785185,0.69125164,-0.37714827,1.5995615,2.8635752,0.64845335,-0.60496074,-6.173388,-7.643578,-0.76542085,-0.31636095,0.9973223,0.98034877,-0.05012336,-0.121400796,0.4654744,0.07832466,0.0,0.0,-1.4350672,0.5554258,-0.09564078,-0.49997994,0.12773967,0.0,0.0
13,0.26427817,0.012371449,-0.15969187,-0.37422216,0.02447674,-0.27448443,-0.056458097,0.14906248,-0.6670221,-0.2951762,-0.33550557,0.06152754,-0.16504575,-0.28485072,-0.300715,0.2646764,0.62463826,1.5246832,0.0,0.0,0.1843274,-0.37547803,0.08075828,1.1458127,1.4360367,0.0,0.0,-2.632836,0.35771978,0.41674992,0.14833754,1.3213141,3.0783997,0.6859243,-0.3971353,-6.066971,-6.565893,-0.6805166,-0.37556002,0.83016485,0.94517654,-0.088742405,-0.21031465,0.7667136,0.13682501,0.0,0.0,-1.4403883,0.47297996,0.020895349,-0.5183486,0.19605342,0.0,0.0
14,0.23476534,0.015490579,-0.15893644,-0.36735067,0.03377707,-0.24356326,-0.050368264,0.14811452,-0.725767,-0.36606103,-0.34196633,0.05811634,-0.15909919,-0.2756696,-0.301809,0.2605938,0.63478786,1.5292976,0.0,0.0,0.16965799,-0.3713399,0.081155695,1.1405541,1.4388309,0.0,0.0,-2.6843457,0.23453417,0.18573587,0.4847195,1.1689777,3.3006494,0.71571815,-0.21921484,-5.8674684,-4.8935585,-0.5365771,-0.41915795,0.6630019,0.9130265,-0.14520903,-0.2120506,1.030926,0.09730544,0.0,0.0,-1.4378797,0.39482972,0.1575206,-0.55994,0.16315284,0.0,0.0
15,0.20603657,0.017177753,-0.15976855,-0.35896033,0.043614607,-0.21056758,-0.04383392,0.14866304,-0.78189355,-0.4137698,-0.34668842,0.05421213,-0.15471277,-0.2669167,-0.30345738,0.257518,0.64691925,1.5320922,0.0,0.0,0.15517841,-0.36781192,0.08292068,1.1346155,1.4407015,0.0,0.0,-2.588842,0.111808695,0.015505884,0.6509973,1.1153907,3.5368822,0.7415748,-0.12258465,-5.6077065,-2.8246949,-0.35217956,-0.4530178,0.53428197,0.89262223,-0.21518224,-0.16203462,1.2526884,-0.005750769,0.0,0.0,-1.4351202,0.32659066,0.3012457,-0.61973524,0.060850594,0.0,0.0
16,0.18042982,0.017218387,-0.16021924,-0.35175654,0.05526755,-0.175127,-0.036119297,0.14884816,-0.8353756,-0.42787352,-0.34940764,0.049260408,-0.15050668,-0.25844917,-0.30570728,0.25687447,0.65987897,1.5306084,0.0,0.0,0.14107265,-0.36472896,0.08632375,1.1279422,1.4407082,0.0,0.0,-2.3786247,0.0019603686,-0.082376994,0.6793213,1.1268185,3.7836034,0.7646703,-0.14465027,-5.307643,-0.59409046,-0.14795478,-0.482393,0.47460586,0.890565,-0.2926851,-0.097554296,1.4274932,-0.13066894,0.0,0.0,-1.4389681,0.27336547,0.43660054,-0.6925176,-0.07186216,0.0,0.0
17,0.15840791,0.016182069,-0.16057618,-0.34605384,0.06811335,-0.13678612,-0.027816288,0.14770977,-0.88621503,-0.41360134,-0.34994167,0.043837786,-0.1461328,-0.24988653,-0.30880287,0.25761184,0.6741449,1.5264195,0.0,0.0,0.12699926,-0.362164,0.09134161,1.1206787,1.4392074,0.0,0.0,-2.1255624,-0.08703675,-0.11483696,0.64408916,1.1556734,3.9983459,0.7766061,-0.2690321,-4.933938,1.4439064,0.049348794,-0.5102281,0.48440823,0.9050112,-0.36597,-0.05531334,1.5528218,-0.2173332,0.0,0.0,-1.4522495,0.2383021,0.5407773,-0.77431965,-0.17830808,0.0,0.0
18,0.13992214,0.014812556,-0.16164501,-0.3415418,0.08106773,-0.09513692,-0.01982288,0.14452247,-0.9343553,-0.38010147,-0.348154,0.03876629,-0.14148407,-0.24080311,-0.3130155,0.258093,0.69054425,1.522067,0.0,0.0,0.11249855,-0.36023113,0.09784629,1.1130011,1.436879,0.0,0.0,-1.9100606,-0.14868237,-0.09335684,0.6286131,1.1521553,4.1297545,0.76702505,-0.46579516,-4.4413605,2.9159825,0.21179324,-0.53893334,0.55625,0.931842,-0.422114,-0.07094954,1.6272469,-0.20411764,0.0,0.0,-1.4766402,0.2238385,0.589885,-0.86140245,-0.19999053,0.0,0.0
19,0.12394505,0.0133466,-0.16315784,-0.3372963,0.09336499,-0.051353004,-0.012436493,0.13878034,-0.9782316,-0.33655927,-0.34449267,0.034002237,-0.13606046,-0.2310998,-0.31810978,0.25745985,0.7085423,1.5191526,0.0,0.0,0.097413726,-0.35861543,0.10499223,1.1046666,1.4343777,0.0,0.0,-1.7811687,-0.18482158,-0.02789194,0.6780898,1.0953633,4.1463633,0.7356364,-0.7027177,-3.817884,3.7010224,0.31930006,-0.571914,0.6751643,0.9631951,-0.45437565,-0.15891224,1.6630213,-0.10088946,0.0,0.0,-1.5105482,0.22732212,0.57737434,-0.9480795,-0.13843256,0.0,0.0
20,0.108469665,0.011513541,-0.16377242,-0.33177888,0.10455825,-0.008190763,-0.0053534876,0.1301972,-1.0147699,-0.29219726,-0.33999062,0.028635517,-0.12896861,-0.22100432,-0.32334313,0.25563413,0.72624165,1.5183383,0.0,0.0,0.081891105,-0.35657263,0.111215696,1.0950129,1.4323326,0.0,0.0,-1.7565536,-0.20565167,0.07313095,0.79957026,0.9933175,4.0366125,0.6922237,-0.94528955,-3.084711,3.9303136,0.35965696,-0.61357135,0.8186505,0.9874612,-0.46220005,-0.31244537,1.6860893,0.01093481,0.0,0.0,-1.5491122,0.24100585,0.5140518,-1.0267161,-0.05522434,0.0,0.0
21,0.0916979,0.009144823,-0.16241057,-0.3236791,0.11424389,0.03193698,0.0016236197,0.11870728,-1.0415157,-0.25437984,-0.33565393,0.021988194,-0.11957832,-0.21074553,-0.32808942,0.25239274,0.74230355,1.5198665,0.0,0.0,0.066061325,-0.35359284,0.11533073,1.0836704,1.4313214,0.0,0.0,-1.840425,-0.21994707,0.19711322,0.9902955,0.85848427,3.8012772,0.6457614,-1.1605557,-2.2699175,3.7543328,0.32804844,-0.66499627,0.9623666,0.99649966,-0.44782382,-0.51837784,1.7201563,0.067265816,0.0,0.0,-1.5889081,0.25682753,0.4113825,-1.0881863,-0.0028614057,0.0,0.0
22,0.072838925,0.0065691816,-0.15923879,-0.31270635,0.12213574,0.06826858,0.008162419,0.10508909,-1.0587583,-0.22302555,-0.33227885,0.014462974,-0.10838161,-0.20049985,-0.33227685,0.24679686,0.75786275,1.522467,0.0,0.0,0.04993963,-0.35017937,0.1177893,1.0715148,1.4317195,0.0,0.0,-1.9885802,-0.22932877,0.31448466,1.2148771,0.71608967,3.4870534,0.6002281,-1.3221838,-1.423312,3.3563828,0.2479035,-0.7138499,1.075909,0.9967097,-0.4235823,-0.7415482,1.7775788,0.085865386,0.0,0.0,-1.632837,0.26635164,0.2804443,-1.1177325,0.013046444,0.0,0.0
23,0.05139379,0.0042258278,-0.15474504,-0.29884654,0.12800714,0.100485474,0.013818975,0.09033337,-1.0674685,-0.19620565,-0.33057544,0.0067216903,-0.09615868,-0.19042456,-0.3359805,0.23779443,0.77463645,1.5245403,0.0,0.0,0.033506997,-0.34706956,0.11942081,1.0597098,1.4337839,0.0,0.0,-2.145456,-0.23390147,0.39231652,1.4302436,0.5940433,3.1511595,0.55847704,-1.406631,-0.5989799,2.924442,0.14945489,-0.7450679,1.1285435,0.99804986,-0.40399972,-0.9418492,1.866957,0.10362825,0.0,0.0,-1.6852609,0.26151487,0.13190377,-1.1000503,-0.001137373,0.0,0.0
24,0.02777702,0.0022314487,-0.14964654,-0.2825726,0.13232598,0.12896316,0.018636309,0.07544997,-1.0685098,-0.17235905,-0.33047625,-0.0008358677,-0.08385641,-0.18053713,-0.33946213,0.2258511,0.7934966,1.5256277,0.0,0.0,0.016617203,-0.344551,0.1203087,1.048862,1.4362174,0.0,0.0,-2.272926,-0.24008301,0.41817835,1.6044936,0.50848603,2.828422,0.52622426,-1.4164567,0.17590506,2.5648384,0.056819335,-0.7582313,1.1168896,1.008643,-0.39580142,-1.0920618,1.9757929,0.12632452,0.0,0.0,-1.7477169,0.2449868,-0.03083395,-1.0397173,-0.033523552,0.0,0.0
25,0.0033177286,0.00037991142,-0.14489001,-0.26484513,0.1362553,0.15477161,0.023144823,0.06146802,-1.0626367,-0.15029286,-0.3311358,-0.008072149,-0.07258859,-0.17071511,-0.34317043,0.21295181,0.8144692,1.5264125,0.0,0.0,-0.0010031317,-0.34246123,0.119789585,1.0390216,1.4361663,0.0,0.0,-2.350315,-0.26061046,0.40015736,1.7169042,0.46377927,2.5312555,0.51205176,-1.3803474,0.9011007,2.302172,-0.012007839,-0.76758075,1.0649463,1.034775,-0.39790604,-1.1778655,2.0704691,0.12856849,0.0,0.0,-1.8189154,0.23018026,-0.21163136,-0.9612126,-0.0666916,0.0,0.0
26,-0.020824173,-0.0016187092,-0.14122595,-0.2466094,0.14074296,0.17874424,0.027827565,0.049037054,-1.0504394,-0.12899584,-0.33181164,-0.0150033,-0.06309633,-0.16075477,-0.34742072,0.20075697,0.8372302,1.5273985,0.0,0.0,-0.0195671,-0.34058848,0.117230386,1.0301778,1.4320651,0.0,0.0,-2.3633816,-0.30199856,0.3482049,1.7533222,0.45991886,2.2686338,0.51919746,-1.3227232,1.5777717,2.1468925,-0.04385927,-0.7821997,0.99489444,1.0802591,-0.40811706,-1.1928496,2.123603,0.09244794,0.0,0.0,-1.8962982,0.22791371,-0.41021088,-0.88685566,-0.0888211,0.0,0.0
27,-0.044326015,-0.004333631,-0.13857876,-0.22866468,0.14575367,0.20064609,0.032892913,0.03728298,-1.0318682,-0.10811988,-0.33230993,-0.022215322,-0.05459887,-0.15015145,-0.35196137,0.1893625,0.86020106,1.5281725,0.0,0.0,-0.039024197,-0.33860245,0.11224955,1.0221719,1.4277778,0.0,0.0,-2.3206055,-0.3447382,0.27615926,1.723955,0.48147082,2.039663,0.52899563,-1.2463585,2.2080197,2.0670369,-0.043836307,-0.78795856,0.91685593,1.1393253,-0.42113325,-1.160033,2.1364698,0.035417885,0.0,0.0,-1.9727194,0.23674062,-0.60844594,-0.8268458,-0.111485615,0.0,0.0
28,-0.067071944,-0.008357175,-0.13666952,-0.21175462,0.15101326,0.22000271,0.03845881,0.025016239,-1.0067402,-0.08748799,-0.332574,-0.030386513,-0.04598207,-0.13835119,-0.35641184,0.17848095,0.8815629,1.5281179,0.0,0.0,-0.05925658,-0.33615786,0.10456564,1.0148,1.4282653,0.0,0.0,-2.2362556,-0.36319828,0.19863915,1.6453779,0.50942725,1.8408372,0.51763934,-1.148895,2.7942882,2.0202727,-0.021497685,-0.7652706,0.8378574,1.203767,-0.43123266,-1.1089491,2.1178005,-0.016848119,0.0,0.0,-2.0400739,0.252173,-0.7841757,-0.7879196,-0.15167592,0.0,0.0
29,-0.08888698,-0.013203191,-0.1352976,-0.1961825,0.15641595,0.23698738,0.04414441,0.012564845,-0.97548914,-0.067036666,-0.3325425,-0.03903612,-0.037225723,-0.12539966,-0.36069185,0.16801387,0.90120053,1.5272311,0.0,0.0,-0.080119036,-0.33324897,0.094752304,1.0076755,1.4324424,0.0,0.0,-2.1269195,-0.3407984,0.12581304,1.5403761,0.53143144,1.6653556,0.46919936,-1.0345359,3.3416,1.9699725,0.016264973,-0.7026979,0.76314265,1.2645069,-0.44091052,-1.0494801,2.0828612,-0.05331633,0.0,0.0,-2.0946212,0.27038822,-0.92527264,-0.7669262,-0.21627155,0.0,0.0
30,-0.10953677,-0.017305722,-0.13434078,-0.18181074,0.16202451,0.2524218,0.049069423,0.0017763553,-0.9391668,-0.04681623,-0.33214942,-0.046522852,-0.029404989,-0.11194294,-0.36502156,0.15805209,0.92070425,1.5261209,0.0,0.0,-0.1014388,-0.33020988,0.08423931,1.0002283,1.4331697,0.0,0.0,-2.011506,-0.27001914,0.06339413,1.4379534,0.54178613,1.5031201,0.37563372,-0.91405493,3.857555,1.8852218,0.06523058,-0.5969609,0.69617075,1.3115963,-0.46088934,-0.9718333,2.0534604,-0.077610195,0.0,0.0,-2.136992,0.2882296,-1.0296532,-0.7508157,-0.30202854,0.0,0.0
31,-0.12887517,-0.019403288,-0.13372265,-0.16843407,0.1678269,0.26692763,0.05245427,-0.006051741,-0.8986035,-0.027107835,-0.3313116,-0.051558856,-0.02326294,-0.098517135,-0.36963293,0.1487692,0.94128484,1.5252746,0.0,0.0,-0.123052634,-0.32729435,0.074112214,0.9921248,1.4255052,0.0,0.0,-1.9065244,-0.14867045,0.016484777,1.3607825,0.5372843,1.3437519,0.2327618,-0.80144674,4.3496704,1.7431136,0.12076205,-0.4491414,0.6415053,1.338664,-0.49898952,-0.86970925,2.044946,-0.093817055,0.0,0.0,-2.1688414,0.30373225,-1.099637,-0.7257701,-0.39254877,0.0,0.0
32,-0.1471206,-0.019642802,-0.13353655,-0.15565252,0.17348218,0.28021258,0.054010186,-0.012091206,-0.8536344,-0.009096803,-0.32987848,-0.05447508,-0.018020729,-0.08511262,-0.37475246,0.14063706,0.9623363,1.5245833,0.0,0.0,-0.144841,-0.32437465,0.06392755,0.9840093,1.4143652,0.0,0.0,-1.8184566,0.005671914,-0.011484362,1.3050863,0.5235342,1.1763185,0.050491974,-0.72245866,4.8246994,1.5518191,0.17609154,-0.27636436,0.60844266,1.3538276,-0.5499696,-0.7542346,2.045638,-0.10532485,0.0,0.0,-2.1951714,0.31958982,-1.1534336,-0.6766216,-0.42050743,0.0,0.0
33,-0.16458265,-0.01850845,-0.1339005,-0.14303175,0.17858642,0.29176095,0.05357312,-0.018095767,-0.80386066,0.005851056,-0.32769513,-0.055986147,-0.012545655,-0.07158648,-0.38059318,0.13416758,0.98283195,1.5237924,0.0,0.0,-0.16670303,-0.321232,0.052877776,0.9767607,1.4069399,0.0,0.0,-1.751113,0.170929,-0.017540656,1.2605505,0.5083077,0.9903203,-0.15774511,-0.70464313,5.288461,1.3278046,0.22405581,-0.09920335,0.6068137,1.3685344,-0.6055789,-0.6401471,2.0376935,-0.11519298,0.0,0.0,-2.2216465,0.33950186,-1.2122278,-0.5888798,-0.31007153,0.0,0.0
34,-0.18157092,-0.016130289,-0.1345204,-0.13046671,0.18318333,0.301184,0.051021677,-0.024983317,-0.74923635,0.017430432,-0.3248957,-0.05630838,-0.006331442,-0.057872783,-0.3870882,0.12907466,1.0025364,1.5227388,0.0,0.0,-0.18871844,-0.31775215,0.040585726,0.9710121,1.4059329,0.0,0.0,-1.704564,0.33530754,0.00037212868,1.2188398,0.49838138,0.788434,-0.37865034,-0.74930674,5.7297077,1.0993698,0.2606816,0.074883305,0.6314417,1.3873898,-0.66358817,-0.5248334,2.017176,-0.12294561,0.0,0.0,-2.2498848,0.3634642,-1.2740904,-0.471461,-0.083260186,0.0,0.0
35,-0.19839497,-0.0122837415,-0.1346894,-0.118182175,0.18776487,0.30822015,0.046277147,-0.03283472,-0.69006854,0.026398065,-0.32190403,-0.055159114,0.0005008662,-0.043982595,-0.39389044,0.1242729,1.022007,1.5213506,0.0,0.0,-0.21114781,-0.31392545,0.027105233,0.967151,1.4095551,0.0,0.0,-1.6751347,0.4973152,0.043392636,1.1735991,0.49953502,0.5865313,-0.59905684,-0.83147264,6.1200976,0.9066652,0.28519037,0.25157192,0.6621204,1.4081459,-0.7277989,-0.38830343,1.9940747,-0.12456652,0.0,0.0,-2.277452,0.38776398,-1.3139443,-0.35672197,0.13991407,0.0,0.0
36,-0.21527307,-0.0067861574,-0.1338536,-0.106407076,0.19274096,0.3127842,0.03931719,-0.04166807,-0.6268676,0.033608943,-0.31905034,-0.052257005,0.0077607306,-0.029928174,-0.40084276,0.11926226,1.0417126,1.5196313,0.0,0.0,-0.23415647,-0.3097766,0.012729654,0.9652474,1.4156085,0.0,0.0,-1.6583782,0.6528445,0.11088443,1.1194623,0.51582694,0.4011805,-0.804269,-0.92467415,6.4312496,0.78294593,0.29802954,0.43229717,0.6817406,1.4289874,-0.7988139,-0.21778399,1.9730147,-0.117472455,0.0,0.0,-2.3008583,0.409114,-1.3125877,-0.27161527,0.2601601,0.0,0.0
37,-0.23205815,0.00031528706,-0.13214366,-0.095329136,0.19811453,0.3154758,0.03033773,-0.051396392,-0.5608929,0.040126555,-0.31623945,-0.047413215,0.015088961,-0.01571262,-0.4085987,0.11602768,1.0616294,1.5178705,0.0,0.0,-0.25749716,-0.30544984,-0.0013636291,0.9641429,1.4210452,0.0,0.0,-1.6474091,0.7855148,0.19525993,1.0546734,0.5445914,0.24943012,-0.9734503,-1.0010697,6.637619,0.73176056,0.30400217,0.5992085,0.6882303,1.4510283,-0.8633678,-0.03245038,1.934687,-0.1054406,0.0,0.0,-2.3130913,0.42658207,-1.2784058,-0.21733855,0.27834663,0.0,0.0
